MindMapNodeDropListener,0.3542615399407379,0.27521256928944726,0.09230769230769231,0.08993157380254155,0.09775171065493646,0.093841642228739,0.009259259259259259,0.009259259259259259,0.06870229007633588,freemind/freemind-0.9.0/src/freemind/freemind/modes/mindmapmode/listeners/MindMapNodeDropListener.java,1,9,222
MindMapNodeMotionListener,0.3799009967338828,0.26426170265803467,0.15384615384615385,0.08993157380254155,0.09775171065493646,0.093841642228739,0.05555555555555555,0.05555555555555555,0.1297709923664122,freemind/freemind-0.9.0/src/freemind/freemind/modes/mindmapmode/listeners/MindMapNodeMotionListener.java,6,17,169
MindMapMouseMotionManager,0.36154547652969954,0.26426170265803467,0.06153846153846154,0.08993157380254155,0.09775171065493646,0.093841642228739,0.05555555555555555,0.05555555555555555,0.03816793893129771,freemind/freemind-0.9.0/src/freemind/freemind/modes/mindmapmode/listeners/MindMapMouseMotionManager.java,6,5,62
CompileXsdStart,0.5245250144950337,0.789648261045606,0.07692307692307693,0.08993157380254155,0.09775171065493646,0.093841642228739,0.4444444444444444,0.4444444444444444,0.08396946564885496,freemind/freemind-0.9.0/src/freemind/de/foltin/CompileXsdStart.java,48,11,109
NodeNoteViewer,0.5645487892640602,0.5718369646503143,0.06923076923076923,0.08993157380254155,0.09775171065493646,0.093841642228739,0.037037037037037035,0.037037037037037035,0.061068702290076333,freemind/freemind-0.9.0/src/freemind/freemind/modes/browsemode/NodeNoteViewer.java,4,8,40
BrowseEdgeModel,0.5690648299492164,0.5800501146238738,0.038461538461538464,0.08993157380254155,0.09775171065493646,0.093841642228739,0.009259259259259259,0.009259259259259259,0.030534351145038167,freemind/freemind-0.9.0/src/freemind/freemind/modes/browsemode/BrowseEdgeModel.java,0,4,12
BrowseMode,0.5518747395992669,0.5718369646503143,0.07692307692307693,0.08993157380254155,0.09775171065493646,0.093841642228739,0.037037037037037035,0.037037037037037035,0.06870229007633588,freemind/freemind-0.9.0/src/freemind/freemind/modes/browsemode/BrowseMode.java,4,9,40
BrowseMapModel,0.5489611649636823,0.581491018128007,0.12307692307692308,0.08993157380254155,0.09775171065493646,0.093841642228739,0.018518518518518517,0.018518518518518517,0.11450381679389313,freemind/freemind-0.9.0/src/freemind/freemind/modes/browsemode/BrowseMapModel.java,2,15,97
BrowsePopupMenu,0.5808648072233342,0.5800501146238738,0.023076923076923078,0.08993157380254155,0.09775171065493646,0.093841642228739,0.009259259259259259,0.009259259259259259,0.015267175572519083,freemind/freemind-0.9.0/src/freemind/freemind/modes/browsemode/BrowsePopupMenu.java,1,2,14
BrowseController,0.5562451015526438,0.5549783936519556,0.14615384615384616,0.08993157380254155,0.09775171065493646,0.093841642228739,0.06481481481481481,0.06481481481481481,0.13740458015267176,freemind/freemind-0.9.0/src/freemind/freemind/modes/browsemode/BrowseController.java,7,18,157
BrowseArrowLinkModel,0.5611981784331379,0.5800501146238738,0.046153846153846156,0.08993157380254155,0.09775171065493646,0.093841642228739,0.009259259259259259,0.009259259259259259,0.03816793893129771,freemind/freemind-0.9.0/src/freemind/freemind/modes/browsemode/BrowseArrowLinkModel.java,0,5,16
BrowseXMLElement,0.5558080653573062,0.581491018128007,0.07692307692307693,0.08993157380254155,0.09775171065493646,0.093841642228739,0.018518518518518517,0.018518518518518517,0.06870229007633588,freemind/freemind-0.9.0/src/freemind/freemind/modes/browsemode/BrowseXMLElement.java,2,9,35
EncryptedBrowseNode,0.5762030878063987,0.5535374901478223,0.05384615384615385,0.08993157380254155,0.09775171065493646,0.093841642228739,0.05555555555555555,0.05555555555555555,0.04580152671755725,freemind/freemind-0.9.0/src/freemind/freemind/modes/browsemode/EncryptedBrowseNode.java,6,6,81
BrowseCloudModel,0.5651315041911771,0.5800501146238738,0.023076923076923078,0.08993157380254155,0.09775171065493646,0.093841642228739,0.009259259259259259,0.009259259259259259,0.015267175572519083,freemind/freemind-0.9.0/src/freemind/freemind/modes/browsemode/BrowseCloudModel.java,0,2,6
BrowseHookFactory,0.5729981557072557,0.5800501146238738,0.07692307692307693,0.08993157380254155,0.09775171065493646,0.093841642228739,0.009259259259259259,0.009259259259259259,0.06870229007633588,freemind/freemind-0.9.0/src/freemind/freemind/modes/browsemode/BrowseHookFactory.java,0,9,46
BrowseReminderHook,0.582612952004685,0.5675142541379147,0.03076923076923077,0.08993157380254155,0.09775171065493646,0.093841642228739,0.009259259259259259,0.009259259259259259,0.022900763358778626,freemind/freemind-0.9.0/src/freemind/freemind/modes/browsemode/BrowseReminderHook.java,0,3,14
BrowseToolBar,0.5757660516110611,0.5703960611461811,0.03076923076923077,0.08993157380254155,0.09775171065493646,0.093841642228739,0.027777777777777776,0.027777777777777776,0.022900763358778626,freemind/freemind-0.9.0/src/freemind/freemind/modes/browsemode/BrowseToolBar.java,3,3,28
BrowseNodeModel,0.5769314814652949,0.5800501146238738,0.038461538461538464,0.08993157380254155,0.09775171065493646,0.093841642228739,0.009259259259259259,0.009259259259259259,0.030534351145038167,freemind/freemind-0.9.0/src/freemind/freemind/modes/browsemode/BrowseNodeModel.java,0,4,14
MindMapHookAdapter,0.42914040807526344,0.2572012754877819,0.038461538461538464,0.08993157380254155,0.09775171065493646,0.093841642228739,0.009259259259259259,0.009259259259259259,0.015267175572519083,freemind/freemind-0.9.0/src/freemind/freemind/modes/mindmapmode/hooks/MindMapHookAdapter.java,0,2,10
MindMapNodeHookAdapter,0.42914040807526344,0.26109171494894157,0.038461538461538464,0.08993157380254155,0.09775171065493646,0.093841642228739,0.009259259259259259,0.009259259259259259,0.015267175572519083,freemind/freemind-0.9.0/src/freemind/freemind/modes/mindmapmode/hooks/MindMapNodeHookAdapter.java,0,2,11
MindMapHookFactory,0.4164663584104702,0.26584669651258125,0.16153846153846155,0.08993157380254155,0.09775171065493646,0.093841642228739,0.06481481481481481,0.06481481481481481,0.13740458015267176,freemind/freemind-0.9.0/src/freemind/freemind/modes/mindmapmode/hooks/MindMapHookFactory.java,7,18,278
PermanentMindMapNodeHookAdapter,0.42914040807526344,0.2649821544101013,0.06153846153846154,0.08993157380254155,0.09775171065493646,0.093841642228739,0.009259259259259259,0.009259259259259259,0.03816793893129771,freemind/freemind-0.9.0/src/freemind/freemind/modes/mindmapmode/hooks/PermanentMindMapNodeHookAdapter.java,0,5,28
FreeMindStarter,0.9098408896891507,0.5474900181409751,0.06923076923076923,0.08993157380254155,0.09775171065493646,0.093841642228739,0.009259259259259259,0.009259259259259259,0.07633587786259542,freemind/freemind-0.9.0/src/freemind/freemind/main/FreeMindStarter.java,1,10,116
Resources,0.8809965007968628,0.5411500427227889,0.15384615384615385,0.08993157380254155,0.09775171065493646,0.093841642228739,0.037037037037037035,0.037037037037037035,0.16030534351145037,freemind/freemind-0.9.0/src/freemind/freemind/main/Resources.java,4,21,79
StdFormatter,0.9383939211178803,0.5033983709144982,0.015384615384615385,0.08993157380254155,0.09775171065493646,0.093841642228739,0.027777777777777776,0.027777777777777776,0.022900763358778626,freemind/freemind-0.9.0/src/freemind/freemind/main/StdFormatter.java,3,3,18
FeedBack,0.8766261388434857,0.5561354391657746,0.023076923076923078,0.08993157380254155,0.09775171065493646,0.093841642228739,0.009259259259259259,0.009259259259259259,0.030534351145038167,freemind/freemind-0.9.0/src/freemind/freemind/main/FeedBack.java,0,4,4
