Cube-1,0.5185184923546148,0.45714286705116175,0.05000000108372082,0.0,0.0,1.0,0.03030302947442785,0.023376623337919063,0.04090909084135836,/<#RTSVGPath>-<#RTShape>-1.java,<#RTSVGPath>,<#RTShape>,1
Cube-2,0.5185184923546148,0.45714286705116175,0.10000000216744163,0.055718474090099335,0.025415444746613503,0.9442815184593201,0.03030302947442785,0.023376623337919063,0.04090909084135836,/<#RTSVGPath>-<#RTShape>-2.java,<#RTSVGPath>,<#RTShape>,2
Cube-3,0.5185184923546148,0.45714286705116175,0.850000034679066,0.8885630369186401,0.3998045027256012,0.11143694818019867,0.03030302947442785,0.023376623337919063,0.04090909084135836,/<#RTSVGPath>-<#RTShape>-17.java,<#RTSVGPath>,<#RTShape>,17
Cube-4,0.5185184923546148,0.45714286705116175,0.899999965320934,0.9442815184593201,0.42521995306015015,0.055718474090099335,0.03030302947442785,0.023376623337919063,0.04090909084135836,/<#RTSVGPath>-<#RTShape>-18.java,<#RTSVGPath>,<#RTShape>,18
Cube-5,0.5185184923546148,0.45714286705116175,0.9499999826604669,1.0,0.4496578574180603,0.0,0.03030302947442785,0.023376623337919063,0.04090909084135836,/<#RTSVGPath>-<#RTShape>-19.java,<#RTSVGPath>,<#RTShape>,19
Cube-6,0.7407407217124471,0.657142837326248,0.05000000108372082,0.0,0.0,1.0,0.03030302947442785,0.023376623337919063,0.04090909084135836,/<#RTAbstractElementShape>-<#RTAbstractElementShape>-1.java,<#RTAbstractElementShape>,<#RTAbstractElementShape>,1
Cube-7,0.7407407217124471,0.45714286705116175,0.05000000108372082,0.0,0.0,1.0,0.03030302947442785,0.023376623337919063,0.04090909084135836,/<#RTAbstractElementShape>-<#RTShape>-1.java,<#RTAbstractElementShape>,<#RTShape>,1
Cube-8,0.37037036085622355,0.31428572419401885,0.05000000108372082,0.0,0.0,1.0,0.03030302947442785,0.023376623337919063,0.04090909084135836,/<#'RTShape class'>-<#'RTNoShape class'>-1.java,<#'RTShape class'>,<#'RTNoShape class'>,1
Cube-9,0.18518518042811177,0.22857143352558087,0.05000000108372082,0.0,0.0,1.0,0.03030302947442785,0.023376623337919063,0.04090909084135836,/<#RTInteractionBuilder>-<#RTInteractionBuilder>-1.java,<#RTInteractionBuilder>,<#RTInteractionBuilder>,1
Cube-10,0.7037036727827265,0.02857142919069761,0.05000000108372082,0.0,0.0,1.0,0.03030302947442785,0.023376623337919063,0.04090909084135836,/<#RTMapExample>-<#RTMapBuilder>-1.java,<#RTMapExample>,<#RTMapBuilder>,1
Cube-11,0.7037036727827265,0.7142857142857143,0.05000000108372082,0.0,0.0,1.0,0.03030302947442785,0.023376623337919063,0.04090909084135836,/<#RTMapExample>-<#'RTObject class'>-1.java,<#RTMapExample>,<#'RTObject class'>,1
Cube-12,0.03703703688837849,0.7142857142857143,0.05000000108372082,0.0,0.0,1.0,0.03030302947442785,0.023376623337919063,0.04090909084135836,/<#RTMapBuilder>-<#'RTObject class'>-1.java,<#RTMapBuilder>,<#'RTObject class'>,1
Cube-13,0.03703703688837849,0.5714285714285714,0.05000000108372082,0.0,0.0,1.0,0.03030302947442785,0.023376623337919063,0.04090909084135836,/<#RTMapBuilder>-<#RTBuilder>-1.java,<#RTMapBuilder>,<#RTBuilder>,1
Cube-14,0.03703703688837849,0.6857142758059811,0.05000000108372082,0.0,0.0,1.0,0.03030302947442785,0.023376623337919063,0.04090909084135836,/<#RTMapBuilder>-<#RTCityBuilder>-1.java,<#RTMapBuilder>,<#RTCityBuilder>,1
Cube-15,0.44444442660541916,0.45714286705116175,0.05000000108372082,0.0,0.0,1.0,0.03030302947442785,0.023376623337919063,0.04090909084135836,/<#RTShape>-<#RTShape>-1.java,<#RTShape>,<#RTShape>,1
Cube-16,0.4074074097859441,0.657142837326248,0.05000000108372082,0.0,0.0,1.0,0.03030302947442785,0.023376623337919063,0.04090909084135836,/<#RTEllipse>-<#RTAbstractElementShape>-1.java,<#RTEllipse>,<#RTAbstractElementShape>,1
Cube-17,0.4074074097859441,0.45714286705116175,0.05000000108372082,0.0,0.0,1.0,0.03030302947442785,0.023376623337919063,0.04090909084135836,/<#RTEllipse>-<#RTShape>-1.java,<#RTEllipse>,<#RTShape>,1
Cube-18,0.4074074097859441,0.42857142857142855,0.05000000108372082,0.0,0.0,1.0,0.03030302947442785,0.023376623337919063,0.04090909084135836,/<#RTEllipse>-<#RTEllipse>-1.java,<#RTEllipse>,<#RTEllipse>,1
Cube-19,0.29629629510702793,0.34285713790299055,0.05000000108372082,0.0,0.0,1.0,0.03030302947442785,0.023376623337919063,0.04090909084135836,/<#RTView>-<#RTView>-1.java,<#RTView>,<#RTView>,1
Cube-20,0.8148148195718882,0.3999999900916954,0.05000000108372082,0.0,0.0,1.0,0.03030302947442785,0.023376623337919063,0.04090909084135836,/<#RTShapeBuilder>-<#'RTShape class'>-1.java,<#RTShapeBuilder>,<#'RTShape class'>,1
Cube-21,0.8148148195718882,0.657142837326248,0.05000000108372082,0.0,0.0,1.0,0.03030302947442785,0.023376623337919063,0.04090909084135836,/<#RTShapeBuilder>-<#RTAbstractElementShape>-1.java,<#RTShapeBuilder>,<#RTAbstractElementShape>,1
Cube-22,0.8148148195718882,0.17142856895149527,0.05000000108372082,0.0,0.0,1.0,0.03030302947442785,0.023376623337919063,0.04090909084135836,/<#RTShapeBuilder>-<#Symbol>-1.java,<#RTShapeBuilder>,<#Symbol>,1
